"de_para";"valor"
"Auto Posto Limoeiro";"viagem_gasolina"
"Posto Tatinh-ct I";"viagem_gasolina"
"Adm Abastece N Alvorad";"viagem_gasolina"
"Hotel E Pous-ct Potosi";"viagem_hotel"
"Rest Lanchon-ct Entre";"viagem"
"Ype Supermercado";"viagem_mercado"
"Boteco Juanita";"viagem"
"Crisval Agencia De01/04";"viagem"
"Mercado Aria-ct";"viagem_mercado"
"Palacio Dos Sorvetes";"sorvete"
"Valmir Silve-ct Varga";"pessoa"
"Auto Posto T-ct Ca";"viagem_gasolina"
"Trucao Centro De Abast";"viagem_gasolina"
"Posto De Servicos Auto";"viagem_gasolina"
"Supermercado Supremo";"viagem_mercado"
"Boca Da Onca-ct Tour";"viagem"
"Sushi Tucuruvi";"alimentacao"
"Rotisserie Castro Juni";"alimentacao"
"Zaffari Pompeia";"alimentacao"
"Galpao Gaucho Restaura";"alimentacao"
"Sr E Sra Unico Pasteis";"alimentacao"
"Ponto Da Esf-ct";"alimentacao"
"Lanc E Salg -ct Ana";"alimentacao"
"Oxxo Novo Mundo";"mercado"
"Lanc E Salg Dona Ana";"alimentacao"
"Posto Servconfianca";"gasolina"
"Multa Por Atraso";"juros"
"Juros De Financiamento";"juros"
"Estancia Caipira Sp";"alimentacao"
"Legado Parri-ct";"alimentacao"
"Restaurante Feijao No";"alimentacao"
"ELECTRONFRUTAS SERG";"feira-frutas"
"ELECTRONNIELLY NATH";"pessoa"
"ELECTRONPAG*GuelDoc";"comercio"
"ELECTRONMP*MANOEL";"pessoa"
"padaria";"padaria"
"ELECTRONS S P";"comercio"
"ELECTRONARENA NOVO";"quadra"
"ELECTRONCOMERCIAL N";"comercio"
"ELECTRONPG *TON BAR";"comercio"
"ELECTRONJOSE ADRIAN";"pessoa"
"ELECTRONTALISMA CAS";"comercio"
"condução";"transporte"
"ELECTRONMAIK GUSHI";"pessoa"
"ELECTRONRENATO GOME";"pessoa"
"ELECTRONMAGAZINE DO";"comercio"
"ELECTRONRODO STOP";"comercio"
"ELECTRONNEW CENTER";"comercio"
"PIX TRANSF  IMW 3 R16/08";"igreja"
"ELECTRONPERTO SA";"comercio"
"ELECTRONGEORGE S TO";"pessoa"
"ELECTRONPAG*ALLANDI";"comercio"
"ELECTRONSILVIO NAKA";"pessoa"
"ELECTRONMCB COMERCI";"comercio"
"PIX TRANSF  Cristia04/06";"pessoa"
"ELECTRONLEO COSMETI";"comercio"
"ELECTRONMAY BUSTANI";"comercio"
"igreja";"igreja"
"ELECTRONFDI FERNAO";"comercio"
"ELECTRONIVANE VANZE";"comercio"
"ELECTRONBOX CAR";"comercio"
"ELECTRONJULIO BUONO";"comercio"
"PIX QRS LOJA ELECTR17/05";"pix comercio"
"PIX QRS SHPP B I P 20/06";"pix web"
"PIX TRANSF  POUPETR06/02";"pix"
"ELECTRONGABRIELA PO";"pessoa"
"ELECTRONSANTANA DRI";"comercio"
"ELECTRONDJM BAZAR L";"comercio"
"PIX QRS ORION INSTI12/08";"pix"
"PIX QRS SHPP B I P 24/05";"pix web"
"PIX TRANSF  FGR COM11/08";"mecanico"
"M Jarouche Comerci02/03";"comercio"
"Artemis Comercio D02/03";"comercio"
"Djm Bazar Ltda    02/02";"comercio"
"Faz Master M Restauran";"alimentacao"
"Julio Buono";"comercio"
"Lanc E Salg -ct  Ana";"alimentacao"
"Dany Modas";"comercio"
"Fdi Fernao Dias Drive";"comercio"
"Matriz";"comercio"
"Conveniencia-ct";"comercio"
"Estacionamen-ct Rena 7";"estacionamento"
"Bacio Dilate Apos 10hr";"comercio"
"Banca Da Michele";"comercio"
"Claudinea Carmen Antu";"pessoa"
"Djm Bazar Ltda    01/02";"comercio"
"Berlinf*tuim-ct";"comercio"
"Marcelo Naok-ct Yan";"comercio"
"Bp Crf Tiete-ct";"comercio"
"Axe Brasil";"comercio"
"Bella Italia";"comercio"
"Filial Popey-ct Hoppin";"comercio"
"Lombardi Alb Fast Food";"comercio"
"Ejk Empreendimentos Em";"comercio"
"Alro Comercio De Alim";"comercio"
"Dino Baby Eventos Infa";"roupa"
"Fernando    -ct";"pessoa"
"Bate Bola Es-ct Onamen";"comercio"
"Lamour Cafe Prime Ltda";"alimentacao"
"Jose Da Silva Carvalh";"pessoa"
"Estapar*zad*sao*paulo";"estacionamento"
"3713 - Grsa Gr Pao De";"comercio"
"Delight     -ct";"comercio"
"Canaa Lancho-ct  E Cas";"comercio"
"Magia Comercio Embalage";"comercio"
"Fc Empreendi-ct Os";"comercio"
"Espaco Livre-ct I";"comercio"
"Encargos De Atraso";"comercio"
"M Jarouche Comerci01/03";"comercio"
"Artemis Comercio D01/03";"comercio"
"Loja Vic    -ct   02/02";"comercio"
"J A Rodrigues Bici02/02";"comercio"
"Happy Kids";"roupa"
"Aliado 2";"comercio"
"Franclau Comercio De";"comercio"
"Biscoite Vl -ct Pia";"comercio"
"Loja Vic    -ct   01/02";"comercio"
"Gaguinho";"comercio"
"Lj 3009 Centernorte Sp";"comercio"
"J A Rodrigues Bici01/02";"comercio"
"Aluguel           02/06";"localiza"
"Amazon Prime Aluguel";"amazon"
"Amazon Prime Canais";"amazon"
"Pag*allandia-ct";"comercio"
"Pag*mundomeddrogaria";"comercio"
"Pg *ton Gica-ct Re";"comercio"
"Pag*wmodas";"roupa"
"Pag*vendas  -ct";"comercio"
"Pimentas Doce";"comercio"
"Pag*mjlcomerciode";"comercio"
"Ze Das Plantas";"comercio"
"Roselene Sidneia Alan";"pessoa"
"Mp *espacoce-ct";"comercio"
"Shopping Center Eldora";"comercio"
"Pg *ton Lemon Cake C";"alimentacao"
"Y Model           02/03";"comercio"
"Zp          *sympl02/03";"comercio"
"Mp*sushivilmaria";"comercio"
"Pag*dlyrioco-ct Coes";"comercio"
"Roasted Pota-ct  Suco";"comercio"
"Ryma Mini Mercado E Pa";"comercio"
"Aluguel            (05/06)";"localiza"
"Rick Calcados";"comercio"
"Mauro Chapol-ct";"pessoa"
"Pag*laysrose-ct Silva";"comercio"
"Tasy Bijous -ct";"comercio"
"Mercpago*espacoceara";"alimentacao"
"Pag*autopostopacifici";"posto_gasolina"
"Sodie Parque Novo Mund";"alimentacao"
"Pag*gagosbrothers";"comercio"
"Roberto Vidal Card03/03";"pessoa"
"Amazon Marketplace02/02";"amazon"
"Amazon Marketplace";"amazon"
"Sapeka Kids";"roupa"
"Auto Posto B-ct L";"posto"
"Pag*xpressfoodbox";"alimentacao"
"Rita De Sous-ct O De";"pessoa"
"Panetteria Novo Mundo";"alimentacao"
"Y Model           01/03";"comercio"
"Mbz Games   -ct";"comercio"
"Trupi Danubi-ct Ul";"comercio"
"Pag*gueldoces";"comercio"
"Sympla *igor Farias At";"comercio"
"Patati Patat-ct Rco Sho";"lazer"
"Aluguel            (04/06)";"localiza"
"Aluguel           01/06";"localiza"
"Mp *klmcentr-ct O  (04/04)";"comercio"
"Roberto Vidal Card02/03";"pessoa"
"Roberto Vidal Cardoso";"pessoa"
"Torra Torra -ct";"roupa"
"Rotiserie La Rome 02/02";"alimentacao"
"Rbm Supermer-ct  Ltda";"mercado"
"Pag*djmvariedades";"comercio"
"Mercadopago*espacoceara";"comercio"
"Pag*julianelimade";"pessoa"
"Amazon Marketplace01/02";"amazon"
"Pag*allandiasdos";"pessoa"
"Mercadopago*bancanovomu";"comercio"
"Pag*niwsonyoshihide";"comercio"
"Pag*saboresdomilho";"alimentacao"
"Pag*franciscoestrelad";"comercio"
"Rotiserie La Rome 01/02";"alimentacao"
"conducao";"conducao	"
"Mp *klmcentr-ct O 01/04";"comercio"
"Pag*pastelda-ct";"alimentacao"
"Pag*pizzarianovomundo";"pizzaria"
"Netpark";"comercio"
"Center Carnes Universa";"alimentacao"
"Quitanda E M-ct Aria Pr";"comercio"
"Mp *klmcentr-ct O 02/04";"comercio"
"Mercado Da V-ct";"comercio"
"Vila Guilherme";"comercio"
"Sezefredo Fagundes";"comercio"
"Tatuape";"comercio"
"Eng Caetano Alvares";"comercio"
"Novo Pantera";"comercio"
"Santana";"comercio"
"condução";"conducao	"
"Mercadopago*-ct Coceara";"comercio"
"de_para";"valor"
"ELECTRONBOX CAR";"debito_comercio"
"ELECTRONGABRIELA PO";"debito_comercio"
"ELECTRONJULIO BUONO";"debito_comercio"
"ELECTRONMAY BUSTANI";"debito_comercio"
"ELECTRONSILVIO NAKA";"debito_comercio"
"ELECTRONLEO COSMETI";"debito_comercio"
"ELECTRONMCB COMERCI";"debito_comercio"
"ELECTRONRODO STOP";"debito_comercio"
"ELECTRONTALISMA CAS";"debito_comercio"
"ELECTRONIVANE VANZE";"debito_comercio"
"ELECTRONPAG*LUCASVI";"debito_comercio"
"ELECTRONS S P";"debito_comercio"
"ELECTRONSANTANA DRI";"debito_comercio"
"ELECTRONCOMERCIAL N";"debito_comercio"
"ELECTRONNIELLY NATH";"debito_comercio"
"ELECTRONRENATO GOME";"debito_comercio"
"PIX TRANSF  Cristia04/06";"pix"
"ELECTRONDJM BAZAR L";"debito_comercio"
"PIX QRS SHPP B I P 20/06";"pix"
"ELECTRONGEORGE S TO";"debito_comercio"
"ELECTRONMAIK GUSHI";"debito_comercio"
"ELECTRONPG *TON BAR";"debito_comercio"
"ELECTRONJOSE ADRIAN";"debito_comercio"
"PIX TRANSF  POUPETR06/02";"pix"
"ELECTRONFDI FERNAO";"debito_comercio"
"ELECTRONPERTO SA";"debito_comercio"
"ELECTRONMP*MANOEL";"debito_comercio"
"PIX QRS LOJA ELECTR17/05";"pix"
"ELECTRONARENA NOVO";"debito_comercio"
"PIX QRS SHPP B I P 24/05";"pix"
"ELECTRONNEW CENTER";"debito_comercio"
"ELECTRONPAG*Robinso";"debito_comercio"
"PIX TRANSF  JANAINA01/10";"pix"
"ELECTRONTHIEMI HORT";"debito_comercio"
"ELECTRONBANANAS ANA";"debito_comercio"
"ELECTRONCARLOS DIYO";"debito_comercio"
"PIX TRANSF  RR LVA 05/10";"pix"
"ELECTRONMP *BANCANO";"debito_comercio"
"PIX TRANSF  ASTES A06/10";"pix"
"ELECTRONADRIANO KAN";"debito_comercio"
"PIX TRANSF  erlonds10/10";"pix"
"PIX TRANSF  ARTHUR 09/10";"pix"
"ELECTRONMUNDO AZUL";"debito_comercio"
"ELECTRONS L BENFICA";"debito_comercio"
"ELECTRONPAG*Marinal";"debito_comercio"
"ELECTRONPAG*CarlosD";"debito_comercio"
"ELECTRONPAG*Slbenfi";"debito_comercio"
"PIX TRANSF  FAGNO B17/10";"pix"
"PIX TRANSF  Pedro H15/10";"pix"
"PIX QRS Adyen do Br20/10";"pix"
"ELECTRONMARCELO NAO";"debito_comercio"
"PIX TRANSF  CARLOS 25/10";"pix"
"PIX TRANSF  ASTES A25/10";"pix"
"PIX TRANSF  Pedro H30/10";"pix"
"PIX TRANSF  JANAINA29/10";"pix"
"ELECTRONO PODEROSO";"debito_comercio"
"ELECTRONROSELI APAR";"debito_comercio"
"ELECTRONAUTTAR LOJA";"debito_comercio"
"ELECTRONEDCARLOS DE";"debito_comercio"
"ELECTRONNOAH";"debito_comercio"
"ELECTRONM A KOCH LA";"debito_comercio"
"ELECTRONMP *GILSON";"debito_comercio"
"ELECTRONINDIGO";"debito_comercio"
"ELECTRONHIOCICO MIN";"debito_comercio"
"ELECTRONZUQ DOUTOR";"debito_comercio"
"ELECTRONDELIGHT";"debito_comercio"
"ELECTROND LAURA RES";"debito_comercio"
"ELECTRONMP *TUDONOP";"debito_comercio"
"ELECTRONBANCA DA MI";"debito_comercio"
"ELECTRONLA FLORESTA";"debito_comercio"
"ELECTRONMAGAZINE DO";"debito_comercio"
"ELECTRONGILDASIO AL";"debito_comercio"
"ELECTRONAPAG*ANTONI";"debito_comercio"
"ELECTRONBAR ARENA";"debito_comercio"
"ELECTRONAMORIM COME";"debito_comercio"
"ELECTRONPROFISSIONA";"debito_comercio"
"ELECTRONPG *COMERCI";"debito_comercio"
"ELECTRONCLAUDINEA C";"debito_comercio"
"ELECTRONMP *MANOEL";"debito_comercio"
"ELECTRONBOMBONIERE";"debito_comercio"
"ELECTRONMAIS QUE PI";"debito_comercio"
"ELECTRONVALENS BAR";"debito_comercio"
"ELECTRONSUCO E CIA";"debito_comercio"
"ELECTRON001";"debito_comercio"
"ELECTRONINTERNACION";"debito_comercio"
"ELECTRONBANANA SPLI";"debito_comercio"
"ELECTRONSALGADO E A";"debito_comercio"
"ELECTRONPAG*Arqueni";"debito_comercio"
"ELECTRONPAG*WmgEsta";"debito_comercio"
"ELECTRONBOCA DA ONC";"debito_comercio"
"PIX QRS Shopee12/06";"Shopee"
"PIX QRS CASA LOTERI06/02";"pix"
"PIX TRANSF  TAMINIE28/04";"pix"
"de_para";"valor"
"compras";"compras"
"Pag*raizesmateriais";"raizesmateriais"
"Pag*allandia-ct";"allandia"
"Villa Nostra";"Villa"
"Legado Parri-ct";"Legado"
"Lider Agua Fria";"Lider"
"Deposito Doces Mal03/03";"Deposito"
"Mp*digitalsouza   02/02";"Mp"
"Roland Garros Cosm02/02";"Roland"
"Confeccoes Caedu  02/03";"Confeccoes"
"Hna*oboticario    02/02";"Hna"
"Fernanda Goncalves Si";"Fernanda"
"Mercearia Ch-ct S";"Mercearia"
"A Preferida Presentes";"A"
"Yingxue Ma Bijuteria";"Yingxue"
"3633 - Grsa Empada Bra";"3633"
"Bacio Di Latte";"Bacio"
"Vro - Realid-ct Virtua";"Vro"
"Roasted Pota-ct  Suco";"Roasted"
"Axe Brasil";"Axe"
"Rufplast    -ct";"Rufplast"
"Novo Tucuruvi";"Novo"
"Feirante Jesus";"Feirante"
"Pag*paulorevelesmarti";"paulorevelesmarti"
"Pag*dirceyur-ct";"dirceyur"
"Perfeita Pai-ct Docari";"Perfeita"
"Pag*antonial-ct Eidef";"antonial"
"Pag*ameliakatsuenakam";"ameliakatsuenakam"
"X 5 Ltda";"X"
"Casa Das Formas";"Casa"
"Piccoli E Silva Comer";"Piccoli"
"T.mikami    -ct   01/04";"T"
"Frigomundo Comercio De";"Frigomundo"
"Perfumaria Toque Suave";"Perfumaria"
"Pb Administradora De E";"Pb"
"Mxt Alimentos Ltda";"Mxt"
"Pag*jeronimotatuape";"jeronimotatuape"
"Republique D-ct Fe";"Republique"
"Real Novo Mundo";"Real"
"Mp*shellbox";"Mp"
"Panetteria Delicias Do";"Panetteria"
"Pag*santalim-ct";"santalim"
"Pag*mlcroupasintim03/03";"mlcroupasintim03"
"Confeccoes Caedu  03/03";"Confeccoes"
"Feirante";"Feirante"
"Embalagens Raya";"Embalagens"
"Papelaria E Bazar Tuc";"Papelaria"
"Pag*eugeniajosefadasi";"eugeniajosefadasi"
"Pag*safariev-ct S";"safariev"
"Bd          -ct";"Bd"
"Shopping Tucuruvi 2";"Shopping"
"Gemmisan Comercio De S";"Gemmisan"
"Deposito Doces Mal01/03";"Deposito"
"Servicos Automotivos R";"Servicos"
"Pag*alexpere-ct";"alexpere"
"Quitanda E Mercearia Pr";"Quitanda"
"Raimundo Martins De Car";"Raimundo"
"Filial Drive Dumont Vi";"Filial"
"Antonio Izidio";"Antonio"
"Pag*comerciodefrutas";"comerciodefrutas"
"Kfs Comercio De Chocol";"Kfs"
"Med Supermercado Ltda";"Med"
"Sun Marina";"Sun"
"Levi Da Silva Me";"Levi"
"Delucca Comercio De A";"Delucca"
"Dona Ju Refeicoes";"Dona"
"La Floresta -ct";"La"
"Pag*evandrogomesde";"evandrogomesde"
"Scribd Inc";"Scribd"
"Deposito Doces Malu";"Deposito"
"Deposito Doces Mal02/03";"Deposito"
"Av Zachi Narchi";"Av"
"Habanero";"Habanero"
"Pag*andersonlisboade";"andersonlisboade"
"Pag*rositadefreitasca";"rositadefreitasca"
"Pag*mlcroupasintim01/03";"mlcroupasintim01"
"Mp*digitalsouza   01/02";"Mp"
"Arbys      -ct\"";"Arbys"
"Reinaldo De Souza Borg";"Reinaldo"
"Roland Garros Cosm01/02";"Roland"
"Levi Da Silv-ct";"Levi"
"Mp *cantina";"Mp"
"Pag*ferdinandadealmei";"ferdinandadealmei"
"Marco Antonio Ribeiro";"Marco"
"99app*99app";"99app"
"Skala Parkin-ct Tacion";"Skala"
"Confeccoes Caedu  01/03";"Confeccoes"
"Dayane Keller Rodrigues";"Dayane"
"Pag*josejoao-ct Ma";"josejoao"
"Pag*aldaafif-ct Ellaa";"aldaafif"
"Mp*sampaingresso";"Mp"
"Delight     -ct";"Delight"
"Hna*oboticario    01/02";"Hna"
"DIF";"DIF"
"Riachuelo 100     03/03";"Riachuelo"
"Embalagens Raya   03/03";"Embalagens"
"Bauducco          02/05";"Bauducco"
"C C Manoel Gaya   02/03";"C"
"Estantevirt       02/02";"Estantevirt"
"C C Manoel Gaya";"C"
"M A Koch Lava Rapido";"M"
"F Erica Da Silva Pizz";"F"
"Pag*susanamlneveskelm";"susanamlneveskelm"
"Livraria Da Vila Ltda";"Livraria"
"Ponto Santa Cruz Comer";"Ponto"
"Emporio Raga 2";"Emporio"
"Laticinios Paulistano";"Laticinios"
"Pag*bardomane";"bardomane"
"Dia Brasil 350";"Dia"
"Caetano Alvares Point";"Caetano"
"Pag*hugoribeirosantos";"hugoribeirosantos"
"Pag*mariajoseni";"mariajoseni"
"Pag*dirceyuriko";"dirceyuriko"
"R C P Farmacia Ltda";"R"
"Fazarte Confeccoes01/02";"Fazarte"
"Nova Bruxellas";"Nova"
"Carpark";"Carpark"
"Casa De Carnes Palmas";"Casa"
"Loucademia De Cerveja";"Loucademia"
"Restaurante Nova Cigan";"Restaurante"
"Vammac Esportes Ltda.";"Vammac"
"Embalagens Raya   02/03";"Embalagens"
"Caetano Alva-ct Point";"Caetano"
"Estantevirt";"Estantevirt"
"Pag*alpenbar-ct";"alpenbar"
"Antonio Carlos Barbos";"Antonio"
"Marcos Tonou-ct";"Marcos"
"B La Milette-ct S";"B"
"Spa39 Aguafria Sp";"Spa39"
"Papelaria E Bazar Guap";"Papelaria"
"Tucuruvi Ent-ct Niment";"Tucuruvi"
"Pag*ea9fashion";"ea9fashion"
"Bauducco          01/05";"Bauducco"
"Pag*kipastel-ct";"kipastel"
"Crmodas     -ct";"Crmodas"
"Mp *jatfruit";"Mp"
"Sergio Eizo -ct Mine";"Sergio"
"Pag*luiscarlos";"luiscarlos"
"Pag*vanuchicomerciode";"vanuchicomerciode"
"Pag*sueliapfemoro";"sueliapfemoro"
"Pag*carlagomesdasilva";"carlagomesdasilva"
"Pag*juliocesardossant";"juliocesardossant"
"Pag*glamberttinni";"glamberttinni"
"C C Manoel Gaya   01/03";"C"
"Estantevirt       01/02";"Estantevirt"
"Pag*leaozinh-ct Sbaby";"leaozinh"
"Reh&mah     -ct";"Reh"
"Pag*galasso";"galasso"
"Pag*kempssednystallon";"kempssednystallon"
"Pag*larissar-ct La";"larissar"
"Pag*edilezaa-ct Cida";"edilezaa"
"Pag*rozalinarodrigues";"rozalinarodrigues"
"Pag*miekonakamura";"miekonakamura"
"Vildete Velo-ct";"Vildete"
"Pag*jhonatan-ct N";"jhonatan"
"T.mikami    -ct    (03/04)";"T"
"Pag*leroymerlin (03/03)";"leroymerlin"
"T.mikami    -ct   02/04";"T"
"Pag*allandiasdos";"allandiasdos"
"Pag*flordegoias";"flordegoias"
"Crema Coffee";"Crema"
"Pag*lillidee-ct Rose";"lillidee"
"Pag*gardensb-ct T";"gardensb"
"Magia Comerc-ct Mbalage";"Magia"
"Atacadao 060-ct";"Atacadao"
"Esplanada M Veis";"Esplanada"
"Siberiano         01/02";"Siberiano"
"Ebw*spotify";"Ebw"
"C C Manoel Gaya   03/03";"C"
"Fazarte Confeccoes02/02";"Fazarte"
"Rodolfo Gaspar Pinto";"Rodolfo"
"Arbys\"";"Arbys"
"Chita Verduras";"Chita"
"Spay*a P Tucuruvi";"Spay"
"Adriano Chinem";"Adriano"
"Feirante    -ct";"Feirante"
"Pag*rayzzama-ct La";"rayzzama"
"Halak Modas Ltda";"Halak"
"Ma Rongduan -ct Terias";"Ma"
"Yingxue Ma Bijuterias";"Yingxue"
"Tokio Marine*auto01d12";"Tokio"
"M A Koch Lav-ct Pido";"M"
"Siberiano (02/02)";"Siberiano"
"Scam Digital";"Scam"
"Ame Digital       01/12";"Ame"
"Riachuelo 100     01/03";"Riachuelo"
"Sugar Cubes Comercio D";"Sugar"
"Carrefour Ecn";"Carrefour"
"Drogasil 1317";"Drogasil"
"M G M E Magalhaes Ltda";"M"
"Ri Happy Brinquedos Sa";"Ri"
"Identita Odontologia";"Identita"
"Ame Digital       01/10";"Ame"
"Pag*algodaodoce";"algodaodoce"
"Clube De Cam-ct Ssoci";"Clube"
"Embalagens Raya   01/03";"Embalagens"
"Arizona Paes-ct";"Arizona"
"Lojas Americanas 0836";"Lojas"
"Acom Mkt Place    01/02";"Acom"
"Americanas Com";"Americanas"
"Antonio Sergio Lib01/02";"Antonio"
"Parc=103kalunga.co01/03";"Parc"
"Ebanx Spotify";"Ebanx"
"Rufplast";"Rufplast"
"Caps Edgar Faco";"Caps"
"Fernanda Goncalves Sil";"Fernanda"
"Armarinhos Fernand03/03";"Armarinhos"
"Acom Mkt Place    03/03";"Acom"
"Lojas Renner Fl 4902/03";"Lojas"
"Lojao Do Bras     02/04";"Lojao"
"Lojao Do Bras";"Lojao"
"Submarino Mktplace02/02";"Submarino"
"Acom Mkt Place    02/03";"Acom"
"Submarino Mktplace02/03";"Submarino"
"Parc=102americanas02/02";"Parc"
"Parc=102submarino.02/02";"Parc"
"Acom Mkt Place    02/02";"Acom"
"Antonio Sergio Lib02/02";"Antonio"
"Parc=103kalunga.co02/03";"Parc"
"Parc=103kalunga.com";"Parc"
"Parc=102americanas01/02";"Parc"
"Rossio";"Rossio"
"Camila E Carina Presen";"Camila"
"Kaius Calcados Ltda\"";"Kaius"
"Lojao Da Vila";"Lojao"
"Submarino Mktplace01/02";"Submarino"
"Submarino Mktplace";"Submarino"
"Bazar Hirata";"Bazar"
"Pag*wklbombo-ct E";"wklbombo"
"Americanas Marketp01/02";"Americanas"
"Lojas Renner Fl 4903/03";"Lojas"
"Lojao Do Bras     03/04";"Lojao"
"Submarino Mktplace03/03";"Submarino"
"Torra Torra       03/03";"Torra"
"Rmsjoias Eireli   02/02";"Rmsjoias"
"Microsoft*store";"Microsoft"
"Pinhal Conveniencia";"Pinhal"
"Riachuelo 100     01/02";"Riachuelo"
"Zuquim Plaza Hotel Ltd";"Zuquim"
"Sodimac";"Sodimac"
"Centro Automotivo Treb";"Centro"
"Ebanx       *spotify";"Ebanx"
"B.s. Moda E Esporte L";"B"
"Magalu*listasmagal01/02";"Magalu"
"Academia Corpo E M06/06";"Academia"
"Olibone Pneus     05/05";"Olibone"
"Magalu*listasmagal02/02";"Magalu"
"Pag*julianacristina";"julianacristina"
"Estancia Da Picanha";"Estancia"
"Churrascaria-ct Bosque";"Churrascaria"
"Rede J Amaral Auto Pos";"Rede"
"Mp *rm";"Mp"
"Aai    *aai*ipiranga";"Aai"
"Parc=112gol Qnlrrg12/12";"Parc"
"Parc=104americanas.com";"Parc"
"Armarinhos Fernand02/02";"Armarinhos"
"Diego Gabriel Martins";"Diego"
"Magic Games Empreendim";"Magic"
"Sumup*michelle Perf";"Sumup"
"Lojas Renner Fl 4901/03";"Lojas"
"Emporio Zucchini";"Emporio"
"Brooksfield-bfcn-f01/03";"Brooksfield"
"Banca Do Pacheco";"Banca"
"Cea Scn 160       01/03";"Cea"
"Prego C Norte 140 01/02";"Prego"
"Lojas Americanas 0915";"Lojas"
"Microsoft*suz419daoemre";"Microsoft"
"Emporio Auriun";"Emporio"
"Confeccoes Caedu";"Confeccoes"
"Dl*googlegooglep";"Dl"
"Pag*pgsalcultural";"pgsalcultural"
"Espaco Curumim Kids";"Espaco"
"Ame Digital       01/02";"Ame"
"Acai Nova Bar";"Acai"
"Kalunga Shop-ct  T01/02";"Kalunga"
"Americanas  *amer 01/02";"Americanas"
"Armarinhos Fernand01/02";"Armarinhos"
"Andorinha Hiper";"Andorinha"
"Parc=104americanas03/04";"Parc"
"Prego C Norte 140 02/02";"Prego"
"Du Morbaii";"Du"
"Google Play";"Google"
"Osto De Servicos Flors";"Osto"
"Armarinhos Fernand01/03";"Armarinhos"
"Acom Mkt Place    01/03";"Acom"
"Ame Digital       02/02";"Ame"
"Kalunga Shop-ct  T02/02";"Kalunga"
"Americanas  *amer 02/02";"Americanas"
"Kalunga Nova Cantareir";"Kalunga"
"Bd";"Bd"
"Top 25 Bijuteria Ltda";"Top"
"Mundo Encant-ct";"Mundo"
"Cpq - Pq. Ib-ct Uera";"Cpq"
"Altitude Moe-ct";"Altitude"
"Bandeirantes";"Bandeirantes"
"Av Guapira";"Av"
"Eco Lavare";"Eco"
"M. Alexandrino Ltda";"M"
"Habibs      -ct";"Habibs"
"Filial Drive-ct Ont Vi";"Filial"
"Habib S";"Habib"
"Casa Grande Convenienc";"Casa"
"Parc=104americanas04/04";"Parc"
"Armarinhos Fernand02/03";"Armarinhos"
"Acom Mkt Place";"Acom"
"Lojao Do Bras     01/04";"Lojao"
"Trattoria Do Guappo";"Trattoria"
"Fhf Informatica Eireli";"Fhf"
"Submarino Mktplace01/03";"Submarino"
"Parc=102submarino.01/02";"Parc"
"Michelle Perfumes";"Michelle"
"Parc=103kalunga.co03/03";"Parc"
"Parc=102americanas.com";"Parc"
"Americanas Marketp02/02";"Americanas"
"Rmsjoias Eireli   01/02";"Rmsjoias"
"Conectcar Recargaapp";"Conectcar"
"Cia Maritima";"Cia"
"Shopping Center Norte";"Shopping"
"Eng Caetano Alvares";"Eng"
"Pag*frigotti";"frigotti"
"Ragazzo";"Ragazzo"
"Pag*patriciapinheirof";"patriciapinheirof"
"Pag*elciomario";"elciomario"
"Playland - Eldorado";"Playland"
"Cb Conceito Jk Comerci";"Cb"
"Pag*eldorado";"eldorado"
"Ponto Amakha Paris Lau";"Ponto"
"Google Storage";"Google"
"Cinemark Brasil";"Cinemark"
"Shopping Tucuruvi";"Shopping"
"Parc=112dieta E Sa09/12";"Parc"
"Academia Corpo E M05/06";"Academia"
"Lojao Do Bras     04/04";"Lojao"
"Olibone Pneus     04/05";"Olibone"
"Leandro Santos 3435675";"Leandro"
"Pag*wagnerca-ct Odos";"wagnerca"
"Sueli Maria Da Silva";"Sueli"
"Nilmar Guimaraes";"Nilmar"
"Clube De Campo Associ";"Clube"
"Pag*eduardoj-ct N";"eduardoj"
"Isabel Brito";"Isabel"
"Anderson Festas";"Anderson"
"Microsoft_subscription";"Microsoft_subscription"
"Pag*phoenix";"phoenix"
"Loucademia D-ct Rveja";"Loucademia"
"Lozano Zizza";"Lozano"
"Pag*balzarprime";"balzarprime"
"Academia Corpo E  03/03";"Academia"
"Academia Corpo E  01/03";"Academia"
"Academia Corpo E  02/03";"Academia"
"Pag*supertrocadeol01/03";"supertrocadeol01"
"Pag*supertrocadeol03/03";"supertrocadeol03"
"Parc=112dieta E Sa07/12";"Parc"
"Parc=112dieta E Sa08/12";"Parc"
"Parc=112dieta E Sa10/12";"Parc"
"Parc=112dieta E Sa04/12";"Parc"
"Parc=112dieta E Sa05/12";"Parc"
"Parc=112dieta E Sa06/12";"Parc"
"Americanas  *amer 01/03";"Americanas"
"Americanas  *amer 02/03";"Americanas"
"Americanas  *amer 03/03";"Americanas"
"Disney Plus";"Disney"
"Pag*mcamicado2";"mcamicado2"
"Armarinhos Fernando";"Armarinhos"
"Lojas Renner Fl 49";"Lojas"
"Pag*pgsalcultural 04/04";"pgsalcultural"
"Pag*pgsalcultural 01/04";"pgsalcultural"
"Pag*pgsalcultural 02/04";"pgsalcultural"
"Pag*pgsalcultural 03/04";"pgsalcultural"
"Kalunga Shopping T02/02";"Kalunga"
"Kalunga Shopping T01/02";"Kalunga"
"Delight";"Delight"
