"de_para";"valor"
"Rs Avila";"mercado"
"Rs Avila";"mercado"
"Mercadopago*-ct Coceara";"compras"
"Hip.bergamini Lj 2";"mercado"
"Pag*realnovomundo";"padaria"
"Pag*pizzaria-ct Mundo";"alimentacao"
"Hip.bergamini Lj 201/02";"mercado"
"Amazon.com.br Digital C";"app"
"IOF - transa��o internacional";"Taxa_banco"
"King Star Colchoes (10/10)";"colch�o"
"Outlet Vila Maria  (04/06)";"compras"
"Max Fama Modeling  (04/12)";"desfile"
"Ame*americanascom  (03/03)";"americanas"
"Ame*americanascom  (03/03)";"americanas"
"Brands             (03/04)";"compras"
"Vent Vert Cn       (03/06)";"compras"
"Hna*oboticario     (03/04)";"compras"
"Roberto Vidal Cardo(03/03)";"compras"
"Hip.bergamini Lj 2 (02/02)";"mercado"
"Raia 47            (02/03)";"farmacia"
"Kalunga V. Guilherm(02/02)";"compras"
"Hip.bergamini Lj 2 (02/02)";"mercado"
"Pag*gapizzar-ct";"alimentacao"
"Padaria Delicias Do P";"padaria"
"Pag*rotisser-ct Ido";"alimentacao"
"Burger King Shopping M";"alimentacao"
"Chefinhos Pastelaria";"alimentacao"
"Rbm Supermercado Ltda";"mercado"
"Galpao Gaucho";"alimentacao"
"SALDO INICIAL";"saldo"
"DOC INT 098997";"transferencia"
"ELECTRONPERTO METRO";"transporte"
"IOF";"Taxa_banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONBELLA ATALI";"padaria"
"ELECTRONDROGASIL 17";"farmacia"
"ELECTRONDROGASIL 17";"farmacia"
"ELECTRONMILK SHAKE";"alimentacao"
"ELECTRONTTOMATOES";"alimentacao"
"TAR PACOTE ITAU   DEZ/19";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"DOC INT 381229";"transferencia"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONFEIRANTE";"feira"
"ELECTRONHEROES PLAY";"lazer"
"ELECTRONHEROES PLAY";"lazer"
"ELECTRONJ E VERDURA";"feira"
"ELECTRONMC DONALDS";"alimentacao"
"ELECTRONPAG*Geraldo";"pessoa"
"ELECTRONPERTO METRO";"transporte"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSTELO*MARIO";"alimentacao"
"ELECTRONUNIDOS DA V";"alimentacao"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONSUPERMERCAD";"mercado"
"TBI 0190.72508-5     C/C";"entrada"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONSHOKITI";"shokiti"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONAUTOPASS";"estacionamento"
"ELECTRONSHOKITI";"shokiti"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONBELLA ATALI";"padaria"
"ELECTRONSHOKITI";"shokiti"
"SEGURO CARTAO";"banco"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"TBI 1491.48993-4     C/C";"michelle"
"ELECTRONAUTOPASS";"estacionamento"
"ELECTRONPAG*Eduardo";"pessoa"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSTELO S A *";"alimentacao"
"RES APLIC AUT MAIS";"banco"
"ELECTRONGRAO ESPRES";"alimentacao"
"INT PAG TIT 109000333418";"boleto"
"ELECTRONSHOKITI";"shokiti"
"INT ITAUCARD";"cartao credito"
"TEC DEPOSITO DINHEIRO";"deposito"
"TED 237.2846ANDRE N BARB";"salario"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"DEB AUTOR UNICEF";"doa��o"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONPERTO";"transporte"
"ELECTRONSHOKITI";"shokiti"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONMINIMERCADO";"mercado"
"ELECTRONP3 PAPELARI";"papelaria"
"ELECTRONQUITANDA ME";"alimentacao"
"TED 260.0001ANDERSON A S";"doa��o"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONSHOKITI";"shokiti"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSUA ACADEMI";"academia"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONASSAI ATACA";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONCELEIRO DA";"restaurante"
"ELECTRONEVANDRO G N";"pessoa"
"ELECTRONI9PARK ESTA";"estacionamento"
"ELECTRONPAG*ADRIANA";"pessoa"
"ELECTRONPAG*CleliaA";"pessoa"
"ELECTRONPAG*MariaAp";"pessoa"
"ELECTRONPERTO";"transporte"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONRAIA 47";"farmacia"
"ELECTRONRAIA 47";"farmacia"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONSONDA JACAN";"mercado"
"INT TED 104354400005640";"boleto"
"RES APLIC AUT MAIS";"banco"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONAUTOPASS";"estacionamento"
"ELECTRONSTELO S A*R";"alimentacao"
"ELECTRONSTELO S A*R";"alimentacao"
"ELECTRONBELLA ATALI";"padaria"
"ELECTRONSHOKITI";"shokiti"
"TBI 9293.22915-0/500";"poupanca"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO FINAL";"saldo"
"SALDO INICIAL";"saldo"
"TBI 0747.56106-6     C/C";"deposito"
"ELECTRONFERNANDA VA";"pessoa"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSONDA JACAN";"mercado"
"IOF";"Taxa_banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"INT NEXTEL 9099999739334";"celular"
"ELECTRONASSAI ATACA";"mercado"
"ELECTRONDEPOSITO DO";"alimentacao"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONSONDA TREME";"mercado"
"INT TED  561369 SEMI";"seminario"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"INT NEXTEL 9199999739334";"celular"
"TAR PACOTE ITAU   JAN/20";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONMARCO ANTON";"pessoa"
"ELECTRONMARIA LUCIA";"pessoa"
"ELECTRONPADARIA PAL";"padaria"
"ELECTRONPAG*Antonio";"pessoa"
"ELECTRONPAG*Rosange";"pessoa"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"INT  PAG TIT BANCO 001";"boleto"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONCHOCO MIX";"alimentacao"
"ELECTRONEVANDRO G N";"pessoa"
"ELECTRONFEIRANTE";"feira"
"ELECTRONPAG*CiceroF";"pessoa"
"ELECTRONPAG*CleliaA";"pessoa"
"ELECTRONPAG*DanielF";"pessoa"
"ELECTRONPAG*Eduardo";"pessoa"
"ELECTRONPAG*RafaelF";"pessoa"
"ELECTRONPAG*Verdura";"feira"
"ELECTRONRAIA 133";"farmacia"
"ELECTRONRAVIOLITALI";"alimentacao"
"ELECTRONREINALDO DE";"pessoa"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSTELO*MARIO";"alimentacao"
"SEGURO CARTAO";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"CXE     000554 SAQUE";"saque"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONBELLA ATALI";"padaria"
"ELECTRONSUELICATESS";"pessoa"
"RES APLIC AUT MAIS";"banco"
"CXE     000331 SAQUE";"saque"
"CXE     001966 SAQUE";"saque"
"ELECTRONVARANDA FRU";"mercado"
"ELECTRONANTONIO SER";"pessoa"
"ELECTRONSHOKITI";"shokiti"
"INT  PAG TIT BANCO 237";"boleto"
"INT ITAUCARD";"cartao credito"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"INT IPVA-SP HOH-6396";"ipva"
"ELECTRONHORTIFRUTI";"mercado"
"ELECTRONMERCADOPAGO";"mercado"
"ELECTRONPAG*Natalia";"pessoa"
"ELECTRONPOSTO M G M";"gasolina"
"ELECTRONSARA MARIA";"pessoa"
"ELECTRONSHOKITI";"shokiti"
"DEB AUTOR UNICEF";"doa��o"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONSHOKITI";"shokiti"
"INT TED  225223 SEMINRI";"seminario"
"RES APLIC AUT MAIS";"banco"
"ELECTRONSHOKITI";"shokiti"
"INT DOC 260000135246778";"boleto"
"ELECTRONMERCADOPAGO";"mercado"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSUA ACADEMI";"academia"
"ELECTRONPAG*VictorM";"pessoa"
"ELECTRONPAG*WpaperM";"comgas"
"ELECTRONPROMO FARMA";"farmacia"
"CXE 000273 SAQUE 22/02";"saque"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONBK SHOPPING";"alimentacao"
"ELECTRONCHICO HAMBU";"alimentacao"
"ELECTRONFEIRANTE";"feira"
"ELECTRONOURINHOS SU";"mercado"
"ELECTRONPAG*Valdeci";"pessoa"
"ELECTRONPLAYCENTER";"lazer"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONSUBWAY ARIC";"alimentacao"
"TBI 4833.46062-1/500";"entrada"
"ELECTRONSHOKITI";"shokiti"
"ELECTRONSHOKITI";"shokiti"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO FINAL";"saldo"
"SALDO INICIAL";"saldo"
"CXE 000141 SAQUE 29/02";"saque"
"ELECTRONDEPOSITO DO";"alimentacao"
"ELECTRONPAG*Danubia";"pessoa"
"ELECTRONTIAGO COELH";"pessoa"
"INT TED  040954 SEMINRI";"seminario"
"IOF";"Taxa_banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"TAR PACOTE ITAU   FEV/20";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"LIS/JUROS     12 DIAS";"juros"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SAQUE CARTAO MAGNETICO";"saque"
"RSHOP-AUTOPASS   -06/03";"estacionamento"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"CXE 001370 SAQUE 07/03";"saque"
"RSHOP-DROGARIA PR-07/03";"farmacia"
"DEB AUTOR UNICEF";"doa��o"
"RES APLIC AUT MAIS";"banco"
"REND PAGO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-PERTO METRO-10/03";"transporte"
"RSHOP-SHOKITI    -10/03";"shokiti"
"SEGURO CARTAO";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-LOJAS RENNE-11/03";"roupa"
"RSHOP-RIACHUELO 1-11/03";"roupa"
"RES APLIC AUT MAIS";"banco"
"RSHOP-MC DONALDS -12/03";"alimentacao"
"RSHOP-MC DONALDS -12/03";"alimentacao"
"RSHOP-SONDA TREME-12/03";"mercado"
"INT NEXTEL 9999999734880";"celular"
"INT NEXTEL 9999999734880";"celular"
"RSHOP-SHOKITI    -13/03";"shokiti"
"INT DPVAT-SP HOH-6396";"dpvat"
"INT IPVA-SP HOH-6396";"ipva"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"RSHOP-IRA CAVALCA-16/03";"viagem"
"RSHOP-KETENE     -15/03";"viagem"
"RSHOP-LGA LANCHON-14/03";"viagem"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-PAG*Givaldo-17/03";"viagem"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-PAG*Sebasti-18/03";"viagem"
"RSHOP-PAG*Sebasti-18/03";"viagem"
"RSHOP-ZP *CICERO -18/03";"viagem"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-PAG*Restaur-19/03";"viagem"
"RSHOP-SUPERMAR   -19/03";"viagem"
"RSHOP-SUPERMAR   -19/03";"viagem"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"CXE 000646 SAQUE 22/03";"viagem"
"RSHOP-CIA DA LAGO-21/03";"viagem"
"RSHOP-DROGARIA PR-23/03";"farmacia"
"RSHOP-PAG*Frigott-22/03";"frango"
"RSHOP-SONDA JACAN-22/03";"mercado"
"RSHOP-SONDA JACAN-23/03";"mercado"
"RSHOP-SONDA TREME-22/03";"mercado"
"RSHOP-SONDA TREME-23/03";"mercado"
"RES APLIC AUT MAIS";"banco"
"REND PAGO APLIC AUT MAIS";"saldo"
"RSHOP-DROGARIA PR-24/03";"farmacia"
"INT  PAG TIT BANCO 237";"boleto"
"RSHOP-DROGARIA MA-29/03";"farmacia"
"RSHOP-FEIRANTE   -29/03";"feira"
"RSHOP-PAG*CleliaA-29/03";"pessoa"
"RSHOP-PAG*RafaelF-29/03";"pessoa"
"RSHOP-POSTO FLORI-28/03";"gasolina"
"RSHOP-SONDA JACAN-29/03";"mercado"
"RSHOP-SONDA TREME-28/03";"mercado"
"INT  PAG TIT BANCO 237";"boleto"
"TBI 0057.13714-3DILSHAD";"doa��o"
"RSHOP-SONDA TREME-31/03";"mercado"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO FINAL";"saldo"
"SALDO INICIAL";"saldo"
"RSHOP-DROGARIA PR-01/04";"farmacia"
"RSHOP-SWIFT NOVA -01/04";"alimentacao"
"IOF";"Taxa_banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"TAR PACOTE ITAU   MAR/20";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-LOJAS AMERI-03/04";"americanas"
"RSHOP-RAIA 47    -03/04";"farmacia"
"RSHOP-SONDA TREME-03/04";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"CXE 000547 SAQUE 04/04";"saque"
"RSHOP-AUTO POSTO -04/04";"gasolina"
"RSHOP-AUTO POSTO -04/04";"gasolina"
"RSHOP-DROGARIA PR-06/04";"farmacia"
"RSHOP-DROGARIA NO-04/04";"farmacia"
"RSHOP-DROGARIA NO-04/04";"farmacia"
"RSHOP-HORTIFRUTI -04/04";"feira"
"RSHOP-MERCADINHO -04/04";"mercado"
"RSHOP-RAIA 153   -04/04";"farmacia"
"RSHOP-SONDA TREME-04/04";"mercado"
"RSHOP-SONDA TREME-05/04";"mercado"
"RSHOP-SONDA TREME-06/04";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-SONDA TREME-07/04";"mercado"
"INT NEXTEL 9099999730370";"celular"
"INT NEXTEL 9199999730370";"celular"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"DEB AUTOR UNICEF";"doa��o"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"CXE     000331 SAQUE";"saque"
"RSHOP-AUTO POSTO -09/04";"gasolina"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-ARIZONA PAE-13/04";"padaria"
"RSHOP-CHOCOLATES -12/04";"alimentacao"
"RSHOP-DROGARIA PR-11/04";"farmacia"
"RSHOP-ESPETO DO V-11/04";"alimentacao"
"RSHOP-PADARIA NOV-12/04";"padaria"
"RSHOP-PAG*JoseGil-12/04";"pessoa"
"RSHOP-SONDA JACAN-12/04";"mercado"
"RSHOP-STELO*MARIO-12/04";"alimentacao"
"SEGURO CARTAO";"banco"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"RES APLIC AUT MAIS";"banco"
"RSHOP-HABIBS     -14/04";"alimentacao"
"RSHOP-SONDA JACAN-14/04";"mercado"
"RSHOP-ARIZONA PAE-15/04";"padaria"
"RSHOP-PAG*FarmaEF-15/04";"farmacia"
"RSHOP-PAG*FarmaEF-15/04";"farmacia"
"TBI 2948.08717-2     C/C";"deposito"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-PAG*diegoej-16/04";"pessoa"
"RSHOP-PAG*Taylane-16/04";"pessoa"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-DROGARIA PR-17/04";"farmacia"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-ADEGA DO AL-18/04";"alimentacao"
"RSHOP-ARIZONA PAE-18/04";"padaria"
"RSHOP-DROGARIA MA-19/04";"farmacia"
"RSHOP-EVANDRO G N-19/04";"pessoa"
"RSHOP-FARMAVAN XI-18/04";"farmacia"
"RSHOP-OURINHOS SU-18/04";"mercado"
"RSHOP-SONDA JACAN-19/04";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"RSHOP-ARIZONA PAE-21/04";"padaria"
"INT TED D   404795 SEGUR";"boleto"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"CXE     000133 SAQUE";"saque"
"RSHOP-ARIZONA PAE-23/04";"padaria"
"RES APLIC AUT MAIS";"banco"
"RSHOP-AUTO POSTO -24/04";"gasolina"
"RSHOP-MERCADINHO -24/04";"mercado"
"RSHOP-ARIZONA PAE-27/04";"padaria"
"RSHOP-AUTO POSTO -26/04";"gasolina"
"RSHOP-DROGARIA PR-27/04";"farmacia"
"RSHOP-LEROY MERLI-25/04";"leroy"
"RSHOP-MC DONALDS -25/04";"alimentacao"
"RSHOP-PAG*IgorDeA-25/04";"pessoa"
"RSHOP-RAIA 47    -27/04";"farmacia"
"RSHOP-SONDA TREME-25/04";"mercado"
"RSHOP-SONDA TREME-25/04";"mercado"
"RSHOP-LEROY MERLI-29/04";"leroy"
"CXE     000620 SAQUE";"saque"
"RSHOP-ANDORINHA H-30/04";"mercado"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"RSHOP-PASTEIS M M-30/04";"alimentacao"
"RSHOP-PASTEIS YAS-30/04";"alimentacao"
"INT TED  511000";"boleto"
"INT TED  513437 SEMI";"seminario"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO FINAL";"saldo"
"SALDO INICIAL";"saldo"
"RSHOP-LOJAS AMERI-03/05";"americanas"
"RSHOP-MERCADINHO -03/05";"mercado"
"RSHOP-PAG*MarcosD-01/05";"pessoa"
"RSHOP-POSTO AMMA -04/05";"gasolina"
"TBI 9293.22915-0/500";"poupanca"
"RES APLIC AUT MAIS";"banco"
"REND PAGO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"INT TED 033072610089869";"boleto"
"TAR PACOTE ITAU   ABR/20";"banco"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"CXE     000406 SAQUE";"saque"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONSONDA JACAN";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONMOCOTO REST";"alimentacao"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONSONDA TREME";"mercado"
"SEGURO CARTAO";"banco"
"DEB AUTOR UNICEF";"doa��o"
"RES APLIC AUT MAIS";"banco"
"REND PAGO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"CXE     000026 SAQUE";"saque"
"ELECTRONSONDA TREME";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"INT NEXTEL 9599999726182";"celular"
"INT NEXTEL 9899999726181";"celular"
"ELECTRONLOJAS AMERI";"americanas"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONVG CELULARE";"celular"
"RES APLIC AUT MAIS";"banco"
"REND PAGO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONHABIBS";"alimentacao"
"INT ITAUCARD";"cartao credito"
"TED 237.2846ANDRE N BARB";"salario"
"APL APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"CXE 001628 SAQUE 17/05";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONFRANGOS E V";"alimentacao"
"ELECTRONJ E VERDURA";"feira"
"ELECTRONPAG*diegoej";"pessoa"
"ELECTRONPAG*Antonio";"pessoa"
"ELECTRONPAG*Severin";"pessoa"
"ELECTRONSONDA JACAN";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONBOM FILET";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONANDORINHA H";"mercado"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"INT TED 237284600601853";"boleto"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SAQUE 24H 08741753 24/05";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONPAG*Frigott";"frango"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"RES APLIC AUT MAIS";"banco"
"SALDO APLIC AUT MAIS";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDEPOSITO DO";"alimentacao"
"SALDO PARCIAL";"saldo"
"SALDO ANTERIOR";"saldo"
"RES APLIC AUT MAIS";"banco"
"SALDO FINAL";"saldo"
"SALDO ANTERIOR";"saldo"
"ELECTRONDROGARIA SA";"farmacia"
"ELECTRONFEIRANTE";"feira"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONPAG*Geraldo";"pessoa"
"ELECTRONPAG*RafaelF";"pessoa"
"ELECTRONSONDA JACAN";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"TAR PACOTE ITAU   MAI/20";"banco"
"SALDO DO DIA";"saldo"
"ELECTRONADEGA DO AL";"alimentacao"
"ELECTRONASSAI ATACA";"mercado"
"ELECTRONDROGARIA PR";"farmacia"
"SALDO DO DIA";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONB LA MILETT";"alimentacao"
"ELECTRONDROGARIA PR";"farmacia"
"SALDO DO DIA";"saldo"
"SAQUE 24H 14645709 07/06";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONATACADAO DA";"mercado"
"ELECTRONDROGARIA SA";"farmacia"
"ELECTRONOURINHOS SU";"mercado"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONPIZZA DELIG";"alimentacao"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"INT NEXTEL 9299999721677";"celular"
"INT NEXTEL 9999999721700";"celular"
"ELECTRONOURINHOS SU";"mercado"
"SEGURO CARTAO";"banco"
"SALDO DO DIA";"saldo"
"INT  PAG TIT BANCO 033";"boleto"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONDEPOSITO DO";"alimentacao"
"ELECTRONJOSEFA MARL";"pessoa"
"ELECTRONMUNDIAL CAL";"roupa"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"SAQUE 24H 11143138 14/06";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONSONDA TREME";"mercado"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"TED 237.2846ANDRE N BARB";"salario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONPIZZA DELIG";"alimentacao"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONANDORINHA H";"mercado"
"ELECTRONARIZONA PAE";"padaria"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONDROGARIA PR";"farmacia"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONMERCADOCAR";"P� carro"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 176008796308";"boleto"
"SAQUE 24H 11661220 21/06";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONBD";"agua"
"ELECTRONPADARIA PAL";"padaria"
"INT TED 237284600601853";"boleto"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONDROGARIA PR";"farmacia"
